Project,Site,Coordinates,Year,Parcel,Block,N dose (kg/ha),P2O5 dose (kg/ha),K2O dose (kg/ha),Leaf N (%),Leaf P (%),Leaf K (%),Leaf Ca (%),Leaf Mg (%),Leaf Al (ppm),Leaf B (ppm),Leaf Cu (ppm),Leaf Zn (ppm),Leaf Fe (ppm),Leaf Mn (ppm),Leaf Mo (ppm),Berry yield (kg/ha),Berry dry matter_fraction,Soil NO3 (ppm),Soil NH4 (ppm),Soil P (mg/kg),Soil K (mg/kg),Soil Ca (mg/kg),Soil Mg (mg/kg),pH H2O
A1,Albanel,48' 53'N 72' 27'O,2009,102,4,90,0,0,1.91,0.14,0.55,0.29,0.15,38,37,3.2,9.1,23,226,.,3124,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,103,4,30,0,90,1.71,0.13,0.53,0.40,0.15,29,37,5.6,9.7,21,231,.,1195,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,104,4,60,20,30,1.75,0.15,0.52,0.41,0.14,35,35,3.6,10.0,24,255,.,1873,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,105,4,30,0,60,1.48,0.11,0.53,0.38,0.15,39,35,5.0,8.4,16,250,.,2755,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,106,4,90,0,30,1.84,0.14,0.57,0.32,0.13,28,33,2.9,6.9,21,218,.,1058,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,107,4,0,0,90,1.43,0.10,0.51,0.31,0.15,30,30,4.2,7.8,14,232,.,2023,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,108,4,30,20,60,1.54,0.13,0.47,0.35,0.16,35,27,2.8,8.0,19,258,.,1849,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,109,4,90,0,60,1.69,0.13,0.48,0.33,0.15,28,28,2.8,8.2,22,222,.,793,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,110,4,90,20,30,1.73,0.13,0.44,0.36,0.16,27,27,3.9,9.4,20,232,.,1066,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,111,4,60,0,0,1.57,0.10,0.53,0.35,0.15,23,26,3.5,8.6,14,198,.,861,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,112,4,0,20,30,1.52,0.11,0.47,0.35,0.17,21,26,4.0,8.5,9,227,.,1711,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,113,4,60,0,30,1.94,0.12,0.61,0.33,0.15,37,32,2.5,9.0,23,220,.,.,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,114,4,30,20,90,1.57,0.13,0.62,0.36,0.14,45,33,3.6,9.0,19,220,.,1377,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,115,4,60,20,60,1.98,0.14,0.72,0.39,0.16,45,36,3.3,10.7,22,239,.,903,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,116,4,90,20,0,1.90,0.16,0.56,0.43,0.16,54,36,2.5,12.7,28,287,.,1833,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,117,4,60,20,90,1.72,0.16,0.66,0.39,0.16,57,33,3.9,12.3,26,263,.,201,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,118,4,90,20,90,1.83,0.18,0.62,0.40,0.16,52,31,3.1,12.7,25,282,.,843,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,119,4,90,0,90,1.78,0.12,0.55,0.31,0.13,39,35,3.4,11.6,22,232,.,308,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,120,4,90,20,60,1.76,0.13,0.53,0.38,0.15,56,30,4.2,12.4,24,263,.,.,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,121,4,0,20,0,1.46,0.13,0.48,0.35,0.16,55,31,5.0,11.3,19,235,.,.,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,122,4,30,0,30,1.51,0.12,0.48,0.33,0.16,45,33,3.4,9.2,15,233,.,.,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,123,4,30,20,30,1.50,0.13,0.53,0.38,0.17,53,32,3.5,9.6,17,259,.,.,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,124,4,0,20,90,1.36,0.13,0.49,0.35,0.15,40,29,4.6,10.4,16,214,.,.,.,.,.,37,17,51,9,4.87
A1,Albanel,48' 53'N 72' 27'O,2009,125,4,60,0,60,1.72,0.13,0.55,0.35,0.14,35,27,3.8,10.3,19,207,.,625,.,.,.,33,15,44,6,4.60
A1,Albanel,48' 53'N 72' 27'O,2009,126,4,0,0,30,1.47,0.10,0.52,0.34,0.14,35,30,4.3,8.6,16,199,.,698,.,.,.,29,17,54,7,4.68
A1,Albanel,48' 53'N 72' 27'O,2009,127,4,60,20,0,1.82,0.14,0.49,0.37,0.15,42,25,3.2,9.7,21,252,.,420,.,.,.,32,14,49,6,4.84
A1,Albanel,48' 53'N 72' 27'O,2009,128,4,30,0,0,1.64,0.13,0.48,0.36,0.14,33,25,3.4,9.6,17,232,.,1548,.,.,.,37,17,51,9,4.87
A2,Albanel,48' 53'N 72' 27'O,2011,1,1,30,20,60,1.63,0.12,0.62,0.35,0.15,.,.,.,.,.,.,.,2298,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,2,1,0,0,60,1.59,0.11,0.56,0.37,0.17,.,.,.,.,.,.,.,203,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,3,1,90,0,0,1.91,0.13,0.59,0.35,0.15,.,.,.,.,.,.,.,728,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,4,1,90,0,30,1.82,0.14,0.66,0.37,0.14,.,.,.,.,.,.,.,184,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,5,1,0,20,60,1.57,0.13,0.68,0.37,0.17,.,.,.,.,.,.,.,235,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,6,1,30,0,30,2.00,0.14,0.72,0.33,0.16,.,.,.,.,.,.,.,1893,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,7,1,60,0,90,1.96,0.13,0.77,0.35,0.14,.,.,.,.,.,.,.,5143,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,8,1,30,20,0,1.42,0.11,0.48,0.38,0.13,.,.,.,.,.,.,.,4493,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,9,1,0,20,0,1.48,0.11,0.51,0.43,0.16,.,.,.,.,.,.,.,4490,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,10,1,0,20,90,1.56,0.12,0.57,0.41,0.16,.,.,.,.,.,.,.,997,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,11,1,0,0,30,1.60,0.13,0.56,0.43,0.17,.,.,.,.,.,.,.,4047,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,12,1,60,20,30,1.79,0.19,0.61,0.47,0.16,.,.,.,.,.,.,.,2713,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,13,1,0,0,0,1.52,0.12,0.54,0.40,0.16,.,.,.,.,.,.,.,2728,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,14,1,0,0,90,1.41,0.11,0.53,0.41,0.15,.,.,.,.,.,.,.,806,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,15,1,60,20,0,1.57,0.11,0.52,0.38,0.15,.,.,.,.,.,.,.,1439,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,16,1,90,20,60,1.98,0.14,0.71,0.44,0.16,.,.,.,.,.,.,.,2296,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,17,1,90,20,0,1.82,0.13,0.67,0.43,0.16,.,.,.,.,.,.,.,1316,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,18,1,30,0,60,1.64,0.12,0.63,0.46,0.16,.,.,.,.,.,.,.,988,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,19,1,60,20,90,1.69,0.11,0.59,0.42,0.16,.,.,.,.,.,.,.,1271,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,20,1,60,0,30,1.76,0.11,0.50,0.47,0.17,.,.,.,.,.,.,.,399,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,21,1,30,20,30,1.69,0.11,0.49,0.45,0.17,.,.,.,.,.,.,.,1563,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,22,1,0,20,30,1.31,0.10,0.44,0.36,0.15,.,.,.,.,.,.,.,1934,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,23,1,30,0,0,1.45,0.11,0.44,0.48,0.17,.,.,.,.,.,.,.,1835,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,24,1,90,20,30,1.68,0.13,0.50,0.45,0.16,.,.,.,.,.,.,.,2636,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,25,1,60,0,0,1.71,0.13,0.49,0.50,0.17,.,.,.,.,.,.,.,1101,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,26,1,60,20,60,1.76,0.15,0.62,0.42,0.14,.,.,.,.,.,.,.,1065,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,27,1,60,0,60,.,.,.,.,.,.,.,.,.,.,.,.,1466,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,28,1,90,0,60,1.59,0.11,0.65,0.51,0.17,.,.,.,.,.,.,.,871,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,29,1,30,0,90,1.59,0.12,0.64,0.51,0.17,.,.,.,.,.,.,.,1495,.,.,.,21,33,179,17,4.83
A2,Albanel,48' 53'N 72' 27'O,2011,30,1,90,0,90,2.17,0.14,0.70,0.57,0.19,.,.,.,.,.,.,.,1980,.,.,.,27,20,111,13,6.03
A2,Albanel,48' 53'N 72' 27'O,2011,31,1,90,20,90,1.90,0.13,0.63,0.52,0.16,.,.,.,.,.,.,.,1675,.,.,.,17,45,242,31,5.95
A2,Albanel,48' 53'N 72' 27'O,2011,32,1,30,20,90,1.64,0.14,0.57,0.46,0.16,.,.,.,.,.,.,.,1125,.,.,.,54,36,196,25,6.30
A2,Albanel,48' 53'N 72' 27'O,2011,33,2,30,20,30,1.69,0.12,0.59,0.39,0.16,.,.,.,.,.,.,.,2252,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,34,2,0,0,60,1.51,0.12,0.65,0.42,0.17,.,.,.,.,.,.,.,2447,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,35,2,60,20,30,1.70,0.12,0.69,0.41,0.16,.,.,.,.,.,.,.,1340,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,36,2,90,20,60,1.74,0.12,0.67,0.48,0.17,.,.,.,.,.,.,.,1721,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,37,2,0,0,30,1.65,0.12,0.59,0.34,0.16,.,.,.,.,.,.,.,1128,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,38,2,90,20,30,1.92,0.13,0.65,0.41,0.17,.,.,.,.,.,.,.,1673,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,39,2,30,0,60,1.74,0.12,0.75,0.37,0.14,.,.,.,.,.,.,.,4392,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,40,2,60,0,30,1.71,0.11,0.80,0.34,0.11,.,.,.,.,.,.,.,4678,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,41,2,90,0,0,1.86,0.12,0.60,0.43,0.13,.,.,.,.,.,.,.,2564,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,42,2,0,20,90,1.45,0.11,0.64,0.44,0.17,.,.,.,.,.,.,.,3784,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,43,2,0,20,60,1.54,0.12,0.57,0.39,0.17,.,.,.,.,.,.,.,2558,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,44,2,60,20,90,1.79,0.12,0.63,0.46,0.17,.,.,.,.,.,.,.,1500,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,45,2,0,20,30,1.50,0.11,0.53,0.44,0.18,.,.,.,.,.,.,.,2169,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,46,2,60,0,90,1.70,0.12,0.61,0.40,0.16,.,.,.,.,.,.,.,1931,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,47,2,30,20,0,1.70,0.13,0.54,0.45,0.17,.,.,.,.,.,.,.,1777,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,48,2,60,0,0,1.97,0.13,0.67,0.44,0.17,.,.,.,.,.,.,.,1984,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,49,2,90,0,30,1.96,0.13,0.67,0.46,0.18,.,.,.,.,.,.,.,.,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,50,2,30,0,0,1.66,0.12,0.56,0.47,0.17,.,.,.,.,.,.,.,.,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,51,2,30,0,90,1.71,0.11,0.57,0.48,0.17,.,.,.,.,.,.,.,2203,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,52,2,90,20,0,1.89,0.14,0.49,0.52,0.18,.,.,.,.,.,.,.,961,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,53,2,60,20,60,1.85,0.13,0.57,0.52,0.19,.,.,.,.,.,.,.,840,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,54,2,0,20,0,1.38,0.11,0.45,0.53,0.19,.,.,.,.,.,.,.,798,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,55,2,90,0,60,1.91,0.12,0.64,0.46,0.16,.,.,.,.,.,.,.,1423,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,56,2,90,0,90,1.90,0.12,0.68,0.42,0.15,.,.,.,.,.,.,.,1738,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,57,2,0,0,0,1.35,0.10,0.47,0.39,0.16,.,.,.,.,.,.,.,125,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,58,2,30,0,30,1.61,0.11,0.56,0.39,0.14,.,.,.,.,.,.,.,1191,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,59,2,60,0,60,1.98,0.13,0.61,0.41,0.17,.,.,.,.,.,.,.,1098,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,60,2,90,20,90,1.98,0.15,0.69,0.52,0.18,.,.,.,.,.,.,.,808,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,61,2,30,20,60,1.75,0.13,0.64,0.50,0.16,.,.,.,.,.,.,.,625,.,.,.,30,38,220,26,6.37
A2,Albanel,48' 53'N 72' 27'O,2011,62,2,0,0,90,1.57,0.11,0.56,0.52,0.18,.,.,.,.,.,.,.,996,.,.,.,19,25,128,16,6.21
A2,Albanel,48' 53'N 72' 27'O,2011,63,2,60,20,0,1.82,0.13,0.47,0.46,0.16,.,.,.,.,.,.,.,1449,.,.,.,9,45,285,31,6.16
A2,Albanel,48' 53'N 72' 27'O,2011,64,2,30,20,90,1.60,0.13,0.58,0.48,0.17,.,.,.,.,.,.,.,755,.,.,.,40,22,139,14,6.09
A2,Albanel,48' 53'N 72' 27'O,2011,65,3,0,0,90,1.55,0.11,0.54,0.38,0.17,.,.,.,.,.,.,.,925,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,66,3,30,20,60,1.91,0.14,0.61,0.41,0.16,.,.,.,.,.,.,.,983,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,67,3,60,20,0,1.85,0.12,0.50,0.33,0.13,.,.,.,.,.,.,.,1545,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,68,3,90,20,90,1.81,0.14,0.64,0.49,0.18,.,.,.,.,.,.,.,1408,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,69,3,60,20,90,1.82,0.13,0.59,0.40,0.16,.,.,.,.,.,.,.,.,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,70,3,0,20,30,1.60,0.12,0.60,0.38,0.16,.,.,.,.,.,.,.,5019,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,71,3,60,0,0,1.77,0.12,0.52,0.42,0.13,.,.,.,.,.,.,.,3033,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,72,3,60,20,30,1.80,0.13,0.61,0.40,0.11,.,.,.,.,.,.,.,2673,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,73,3,60,0,30,1.61,0.11,0.57,0.42,0.12,.,.,.,.,.,.,.,3612,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,74,3,30,0,60,1.50,0.11,0.56,0.40,0.14,.,.,.,.,.,.,.,2391,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,75,3,30,20,30,1.68,0.13,0.61,0.42,0.21,.,.,.,.,.,.,.,3475,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,76,3,60,0,90,1.77,0.12,0.70,0.38,0.19,.,.,.,.,.,.,.,1562,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,77,3,90,0,0,1.73,0.11,0.55,0.37,0.17,.,.,.,.,.,.,.,1259,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,78,3,90,0,30,1.69,0.11,0.59,0.37,0.18,.,.,.,.,.,.,.,1656,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,79,3,60,0,60,1.72,0.12,0.59,0.45,0.19,.,.,.,.,.,.,.,2589,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,80,3,0,0,60,1.54,0.12,0.52,0.51,0.20,.,.,.,.,.,.,.,1906,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,81,3,90,0,60,1.73,0.12,0.51,0.37,0.16,.,.,.,.,.,.,.,289,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,82,3,0,20,60,1.40,0.11,0.46,0.35,0.16,.,.,.,.,.,.,.,493,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,83,3,90,20,30,1.76,0.13,0.49,0.40,0.16,.,.,.,.,.,.,.,1192,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,84,3,30,0,0,1.75,0.12,0.45,0.45,0.18,.,.,.,.,.,.,.,2248,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,85,3,0,20,90,1.51,0.11,0.48,0.48,0.19,.,.,.,.,.,.,.,418,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,86,3,30,0,30,1.53,0.10,0.50,0.40,0.18,.,.,.,.,.,.,.,1829,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,87,3,0,0,0,1.42,0.10,0.43,0.39,0.18,.,.,.,.,.,.,.,396,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,88,3,30,20,0,1.59,0.12,0.47,0.41,0.14,.,.,.,.,.,.,.,1853,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,89,3,90,20,60,1.89,0.13,0.65,0.48,0.14,.,.,.,.,.,.,.,2344,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,90,3,0,0,30,1.44,0.10,0.52,0.34,0.13,.,.,.,.,.,.,.,2807,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,91,3,90,20,0,1.98,0.14,0.47,0.39,0.16,.,.,.,.,.,.,.,532,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,92,3,30,20,90,1.69,0.11,0.60,0.41,0.15,.,.,.,.,.,.,.,1534,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,93,3,30,0,90,1.70,0.12,0.62,0.41,0.16,.,.,.,.,.,.,.,557,.,.,.,30,44,478,36,4.55
A2,Albanel,48' 53'N 72' 27'O,2011,94,3,90,0,90,2.09,0.13,0.63,0.46,0.16,.,.,.,.,.,.,.,1209,.,.,.,16,34,212,27,4.61
A2,Albanel,48' 53'N 72' 27'O,2011,95,3,60,20,60,1.58,0.11,0.54,0.38,0.16,.,.,.,.,.,.,.,859,.,.,.,14,38,232,26,4.27
A2,Albanel,48' 53'N 72' 27'O,2011,96,3,0,20,0,1.42,0.10,0.45,0.38,0.16,.,.,.,.,.,.,.,1400,.,.,.,50,31,155,18,4.53
A2,Albanel,48' 53'N 72' 27'O,2011,97,4,0,0,0,1.44,0.10,0.48,0.36,0.17,.,.,.,.,.,.,.,1457,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,98,4,0,20,60,1.54,0.11,0.61,0.31,0.14,.,.,.,.,.,.,.,791,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,99,4,60,0,90,1.70,0.13,0.69,0.38,0.14,.,.,.,.,.,.,.,1831,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,100,4,0,0,60,1.28,0.10,0.52,0.43,0.19,.,.,.,.,.,.,.,1307,.,.,.,33,33,175,18,4.34
A2,Albanel,48' 53'N 72' 27'O,2011,101,4,30,20,0,1.46,0.12,0.44,0.42,0.18,.,.,.,.,.,.,.,3944,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,102,4,90,0,0,1.79,0.12,0.47,0.37,0.15,.,.,.,.,.,.,.,912,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,103,4,30,0,90,1.69,0.12,0.56,0.33,0.14,.,.,.,.,.,.,.,3306,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,104,4,60,20,30,1.79,0.13,0.51,0.40,0.15,.,.,.,.,.,.,.,3026,.,.,.,33,33,175,18,4.34
A2,Albanel,48' 53'N 72' 27'O,2011,105,4,30,0,60,1.45,0.10,0.60,0.36,0.16,.,.,.,.,.,.,.,4575,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,106,4,90,0,30,1.61,0.11,0.56,0.38,0.16,.,.,.,.,.,.,.,1666,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,107,4,0,0,90,1.28,0.10,0.54,0.39,0.19,.,.,.,.,.,.,.,1087,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,108,4,30,20,60,1.46,0.11,0.53,0.40,0.18,.,.,.,.,.,.,.,924,.,.,.,33,33,175,18,4.34
A2,Albanel,48' 53'N 72' 27'O,2011,109,4,90,0,60,1.68,0.12,0.66,0.38,0.18,.,.,.,.,.,.,.,1334,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,110,4,90,20,30,1.53,0.12,0.58,0.34,0.16,.,.,.,.,.,.,.,1344,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,111,4,60,0,0,1.64,0.13,0.49,0.37,0.16,.,.,.,.,.,.,.,2370,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,112,4,0,20,30,1.28,0.10,0.42,0.36,0.17,.,.,.,.,.,.,.,2143,.,.,.,33,33,175,18,4.34
A2,Albanel,48' 53'N 72' 27'O,2011,113,4,60,0,30,1.49,0.11,0.43,0.36,0.16,.,.,.,.,.,.,.,1600,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,114,4,30,20,90,1.56,0.13,0.48,0.37,0.16,.,.,.,.,.,.,.,918,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,115,4,60,20,60,1.51,0.12,0.50,0.38,0.16,.,.,.,.,.,.,.,1153,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,116,4,90,20,0,1.68,0.13,0.42,0.41,0.16,.,.,.,.,.,.,.,1125,.,.,.,33,33,175,18,4.34
A2,Albanel,48' 53'N 72' 27'O,2011,117,4,60,20,90,1.68,0.13,0.56,0.42,0.16,.,.,.,.,.,.,.,1149,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,118,4,90,20,90,1.67,0.12,0.59,0.43,0.16,.,.,.,.,.,.,.,628,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,119,4,90,0,90,1.76,0.12,0.60,0.33,0.13,.,.,.,.,.,.,.,2410,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,120,4,90,20,60,1.74,0.12,0.60,0.36,0.13,.,.,.,.,.,.,.,1656,.,.,.,33,33,175,18,4.34
A2,Albanel,48' 53'N 72' 27'O,2011,121,4,0,20,0,1.36,0.11,0.49,0.37,0.14,.,.,.,.,.,.,.,1698,.,.,.,28,24,166,19,4.48
A2,Albanel,48' 53'N 72' 27'O,2011,122,4,30,0,30,1.49,0.12,0.56,0.38,0.13,.,.,.,.,.,.,.,1925,.,.,.,24,39,213,25,4.32
A2,Albanel,48' 53'N 72' 27'O,2011,123,4,30,20,30,1.60,0.14,0.60,0.49,0.15,.,.,.,.,.,.,.,1441,.,.,.,5,43,217,24,4.31
A2,Albanel,48' 53'N 72' 27'O,2011,124,4,0,20,90,1.46,0.12,0.56,0.42,0.15,.,.,.,.,.,.,.,164,.,.,.,33,33,175,18,4.34
